chapterNo	chapterTitle	sectionNo	sectionTitle	sentence	sentence_cleaned
3	PART 1	1	India and the Ships navigating thither	Every one of them has two barks,  large enough to carry a thousand loads, and forty seamen  well armed, who often assist in dragging the large ships.	every one two barks large enough carry thousand loads forty seamen well armed often assist dragging large ships
3	PART 1	1	India and the Ships navigating thither	Ten small boats are also kept for fishing and various other services ; two being attached to each bark.	ten small boats also kept fishing various services two attached bark
3	PART 1	1	India and the Ships navigating thither	‘When the ships have sailed a year, and stand in need of repair, a fresh plank is fastened above the two others, then nailed and cemented, till they sometimes acquire a depth of six planks.	‘when ships sailed year stand need repair fresh plank fastened two others nailed cemented till sometimes acquire depth six planks
3	PART 1	1	India and the Ships navigating thither	Having thus described the merchant-vessels that go to India, I will tell you of the country itself ; but first I must mention the many isles in this sea lying to the eastward ; and first, of one named Zipangu.	thus described merchantvessels go india tell country first must mention many isles sea lying eastward first one named zipangu
3	PART 1	10	Kingdom of Ferlech	In that of Ferlech are Saracen merchants, who come with their vessels, and have converted the people to the law of Mohammed ; but only in the city, for those in the mountains live like brutes, eating the flesh of men and of the vilest animals.	ferlech saracen merchants come vessels converted people law mohammed city mountains live like brutes eating flesh men vilest animals
3	PART 1	10	Kingdom of Ferlech	They worship various objects, particularly the first thing they meet after rising in the morning.	worship various objects particularly first thing meet rising morning
3	PART 1	11	Kingdom of Basman	Leaving Ferlech, you enter Basman,a kingdom by itself, whose people have a language of their own, and live without law, like beasts.	leaving ferlech enter basmana kingdom whose people language live without law like beasts
3	PART 1	11	Kingdom of Basman	They own the supremacy of the khan, but pay him no tribute, because the great distance prevents his troops from reaching them; yet they sometimes make him a present of strange objects.	supremacy khan pay tribute great distance prevents troops reaching yet sometimes make present strange objects
3	PART 1	11	Kingdom of Basman	Here are wild elephants, and unicorns not much smaller, being double the size of a buffalo.	wild elephants unicorns much smaller double size buffalo
3	PART 1	11	Kingdom of Basman	They have a large black horn in the middle of the forehead, and beneath the tongue sharp prickles, which can inflict severe wounds, Their heads resemble that of the wild boar, yet they carry them bent to the earth.	large black horn middle forehead beneath tongue sharp prickles inflict severe wounds heads resemble wild boar yet carry bent earth
3	PART 1	11	Kingdom of Basman	They are very ugly, and fond of wallowing among mire.	ugly fond wallowing among mire
3	PART 1	11	Kingdom of Basman	It is not true, as asserted among us, that they allow themselves to be taken by a virgin, but quite the contrary.	true asserted among us allow taken virgin quite contrary
3	PART 1	11	Kingdom of Basman	There are here good and serviceable falcons, black like crows ; also a prodigious number of monkeys of various forms and habits.	good serviceable falcons black like crows also prodigious number monkeys various forms habits
3	PART 1	11	Kingdom of Basman	But you must know that those who bring the little men from India practise a great deception.	must know bring little men india practise great deception
3	PART 1	11	Kingdom of Basman	I assure you the figures to which they give that name are manufactured in this island in the following manner :— There is a species of small monkey, with a face resembling the human, which they catch, skin, and shave off all the hair except on the beard and chin; having then moulded them intoa human semblance, they dryand preservethem with camphor and other articles.	assure figures give name manufactured island following manner — species small monkey face resembling human catch skin shave hair except beard chin moulded intoa human semblance dryand preservethem camphor articles
3	PART 1	11	Kingdom of Basman	But it is a gross deception ; for neither in India, nor in any other country, however savage, are there men so small as these pretended ones.	gross deception neither india country however savage men small pretended ones
3	PART 1	11	Kingdom of Basman	t Now let us tell of a kingdom called Samara.	let us tell kingdom called samara
3	PART 1	12	Kingdom of Samara	When a man departs from Basman, he finds the kingdom of Samara, in which I myself, Marco Polo, remained five months, because the bad weather did not allow us to sail, Here neither the north star nor the constellation of the Greater Bear appeared.	man departs basman finds kingdom samara marco polo remained five months bad weather allow us sail neither north star constellation greater bear appeared
3	PART 1	12	Kingdom of Samara	The people are savage idolaters, governed by a rich and powerful king, and owning a nominal submission to the great khan.	people savage idolaters governed rich powerful king owning nominal submission great khan
3	PART 1	12	Kingdom of Samara	During our stay, we landed and erected castles of wood and twigs, where we remained through the fear of these wicked men, who eat their fellow-creatures.	stay landed erected castles wood twigs remained fear wicked men eat fellowcreatures
3	PART 1	12	Kingdom of Samara	The best fishes in the world are found here.	best fishes world found
3	PART 1	12	Kingdom of Samara	The people have no wheat, living on rice ; and they make no wine.	people wheat living rice make wine
3	PART 1	12	Kingdom of Samara	You must know there is a kind of tree, of which they cut a branch, and place a pot beneath, when, during the night, the vessel is filled, and very good wine is thus produced, both red and white.	must know kind tree cut branch place pot beneath night vessel filled good wine thus produced red white
3	PART 1	12	Kingdom of Samara	The tree resembles a small date-palm, with four branches, and when it ceases to give out more wine, they water its root, which causes it to produce again.	tree resembles small datepalm four branches ceases give wine water root causes produce
3	PART 1	12	Kingdom of Samara	* They have great quantities of very large Indian nuts, and eat all kinds of flesh, good and bad.	great quantities large indian nuts eat kinds flesh good bad
3	PART 1	12	Kingdom of Samara	Now let us tell you of a kingdom which is named Dagroian.	let us tell kingdom named dagroian
3	PART 1	13	Kingdom of Dagroian	This kingdom has a language of its own; the people are very savage, subject to a king, but owning the supremacy of the great khan.	kingdom language people savage subject king owning supremacy great khan
3	PART 1	13	Kingdom of Dagroian	They are savage idolaters, and have the following very bad custom :—When a man falls sick, his relations send for the magicians, and inquire if he will recover, as these deceivers profess to know, by their enchantments and idols, whether he will live or die.	savage idolaters following bad custom —when man falls sick relations send magicians inquire recover deceivers profess know enchantments idols whether live die
3	PART 1	13	Kingdom of Dagroian	Inthe latter case, the friends send for persons who place something over hismouth, by which he is suffocated.	inthe latter case friends send persons place something hismouth suffocated
3	PART 1	13	Kingdom of Dagroian	They then cook the body, and all the kinsmen come and eat his flesh, taking care not to leave the smallest portion; which they believe would breed worms, and thus seriously afflict the soul of the deceased.	cook body kinsmen come eat flesh taking care leave smallest portion believe would breed worms thus seriously afflict soul deceased
3	PART 1	13	Kingdom of Dagroian	They next collect the bones, and place them in a large and beautiful chest, which they carry to caverns in the mountains, beyond the reach of wild beasts or any other injury.	next collect bones place large beautiful chest carry caverns mountains beyond reach wild beasts injury
3	PART 1	13	Kingdom of Dagroian	When they take any man belonging to another country, who cannot redeem himself, they kill and eat him in like manner.	take man belonging another country redeem kill eat like manner
3	PART 1	13	Kingdom of Dagroian	This is a very bad practice.	bad practice
3	PART 1	13	Kingdom of Dagroian	I must now, however, tell you something of Lambri.	must however tell something lambri
3	PART 1	14	Kingdom of Lambri	Lambri is a kingdom having a sovereign of its own, who owns the supremacy of the khan.	lambri kingdom sovereign owns supremacy khan
3	PART 1	14	Kingdom of Lambri	The people are all idolaters ; they have a great abundance of camphor and other spices ; likewise brazil-wood.	people idolaters great abundance camphor spices likewise brazilwood
3	PART 1	14	Kingdom of Lambri	This they sow, and when it has grown to a little twig, they transplant it to another place, and at the end of three years root it up.	sow grown little twig transplant another place end three years root
3	PART 1	14	Kingdom of Lambri	We brought some of this seed to Venice, but it did not spring at all on account of the cold.	brought seed venice spring account cold
3	PART 1	14	Kingdom of Lambri	I will tell you another very wonderful thing ; for there are men in this kingdom who have tails like dogs, larger than a palm, and who are covered with hair.	tell another wonderful thing men kingdom tails like dogs larger palm covered hair
3	PART 1	14	Kingdom of Lambri	They remain in the mountains, never visiting the towns.	remain mountains never visiting towns
3	PART 1	14	Kingdom of Lambri	* There are unicorns, with various beasts and birds for hunting.	unicorns various beasts birds hunting
3	PART 1	14	Kingdom of Lambri	Now let us depart and tell you of Fansur.	let us depart tell fansur
3	PART 1	15	Kingdom of Fansur	The people of Fansur are idolaters, have a king, and nominally acknowledge the great khan.	people fansur idolaters king nominally acknowledge great khan
3	PART 1	15	Kingdom of Fansur	Here grows the best canfara fansuri, which is much more valued than any other ; indeed it sells for its weight in gold.	grows best canfara fansuri much valued indeed sells weight gold
3	PART 1	15	Kingdom of Fansur	Wine is drawn from trees, in the manner described above : another wonder is, that, in this province, meal is obtained from them.	wine drawn trees manner described another wonder province meal obtained
3	PART 1	15	Kingdom of Fansur	These are large, the bark thin, and the interior all full of meal.	large bark thin interior full meal
3	PART 1	15	Kingdom of Fansur	The inhabitants take it out, and make a very good paste, of which we often ate.	inhabitants take make good paste often ate
3	PART 1	15	Kingdom of Fansur	Having told you of the kingdoms in this part of the isle, I will say nothing of the two others, because we did not.	told kingdoms part isle say nothing two others
3	PART 1	15	Kingdom of Fansur	visit them.	visit
3	PART 1	15	Kingdom of Fansur	I will now, therefore, go to another small island called Gavenispola.	therefore go another small island called gavenispola
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	Departing from Java and the kingdom of Lambri, and travelling northward about 150 miles, you find two islands, one of which is called Necuveran.	departing java kingdom lambri travelling northward 150 miles find two islands one called necuveran
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	t The people have no king, and live like brutes, both men and women going quite naked.	people king live like brutes men women going quite naked
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	They are idolaters, and have forests of noble and valuable trees ; among which are sandal-wood, the Indian nut, clove, brazil, and many others.	idolaters forests noble valuable trees among sandalwood indian nut clove brazil many others
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	Angaman is a very large island, without a king; the people idolaters, resembling savage beasts; indeed they are a most extraordinary race, having a head, teeth, and jaws like those of a mastiff dog.	angaman large island without king people idolaters resembling savage beasts indeed extraordinary race head teeth jaws like mastiff dog
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	They are very cruel, and eat all the men of every other nation whom they can seize.	cruel eat men every nation seize
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	They have great abundance and variety of spices, with fruits different from ours, but live chiefly on flesh and milk.	great abundance variety spices fruits different live chiefly flesh milk
3	PART 1	16	Islands of Necuveran and Angaman (Nicobar and Andaman)	Having told of these various people, I will now mention another island.	told various people mention another island
3	PART 1	17	Island of Seilan	When you depart from Angaman, and sail.	depart angaman sail
3	PART 1	17	Island of Seilan	about a thousand miles westward, a little to the south, you reach the island of Seilan,the very best of its size in the world.	thousand miles westward little south reach island seilanthe best size world
3	PART 1	17	Island of Seilan	It is 2400 miles in circuit ; yet I must tell you that anciently it was larger, being 3600, as appears by the old maps of the mariners on that sea ; but the north wind blows with such violence, that a great part has been carried away by the water.	2400 miles circuit yet must tell anciently larger 3600 appears old maps mariners sea north wind blows violence great part carried away water
3	PART 1	17	Island of Seilan	[ The people have a king called Sendemain, and are tributary to none ; they are idolaters, and go quite naked, except a small covering round the middle.	people king called sendemain tributary none idolaters go quite naked except small covering round middle
3	PART 1	17	Island of Seilan	They have no grain but rice, living on it and on flesh.	grain rice living flesh
3	PART 1	17	Island of Seilan	I will now describe the most precious thing in the world; for here are noble and beautiful rubies, which can be procured nowhere else ; also the sapphire, the topaz, the amethyst, and various other precious stones.	describe precious thing world noble beautiful rubies procured nowhere else also sapphire topaz amethyst various precious stones
3	PART 1	17	Island of Seilan	The king has the most beautiful ruby that ever was or can be in the whole world.	king beautiful ruby ever whole world
3	PART 1	17	Island of Seilan	It is the most splendid object on earth, and seems to glow like fire; it is of such value as money could scarcely purchase.	splendid object earth seems glow like fire value money could scarcely purchase
3	PART 1	17	Island of Seilan	The great khan sent his messengers to him, wishing to buy it, and offering the value of a city.	great khan sent messengers wishing buy offering value city
3	PART 1	17	Island of Seilan	The monarch replied, that he had received it from his ancestors, and would for no earthly consideration part with it.	monarch replied received ancestors would earthly consideration part
3	PART 1	17	Island of Seilan	The people are not menat-arms, but unwarlike and cowardly ; when they need soldiers in war, they send for those of another country, commonly for Saracens.	people menatarms unwarlike cowardly need soldiers war send another country commonly saracens
3	PART 1	18	Origin of the Boodhist Religion in Seilan	I have also to tell you that in this island there is a great mountain, of which the rocks are so broken that it can be ascended only by chains of iron suspended, whereby men may mount to the summit.	also tell island great mountain rocks broken ascended chains iron suspended whereby men may mount summit
3	PART 1	18	Origin of the Boodhist Religion in Seilan	Here, according to the Saracens, is the monument of Adam our first father ; but the idolaters consider it as that of Sergamon Borcam.	according saracens monument adam first father idolaters consider sergamon borcam
3	PART 1	18	Origin of the Boodhist Religion in Seilan	They describe this last as the first man whose image they worshipped, and as the best that ever lived in their country.	describe last first man whose image worshipped best ever lived country
3	PART 1	18	Origin of the Boodhist Religion in Seilan	He was son to a great, rich, and powerful king, yet refused to succeed to the throne, or to attend to any worldly concern.	son great rich powerful king yet refused succeed throne attend worldly concern
3	PART 1	18	Origin of the Boodhist Religion in Seilan	The monarch, who had no other son, was both grieved and angry.	monarch son grieved angry
3	PART 1	18	Origin of the Boodhist Religion in Seilan	He made him large promises, offering even to resign, and raise him immediately te the throne ; but the youth would listen to no such proposal.	made large promises offering even resign raise immediately te throne youth would listen proposal
3	PART 1	18	Origin of the Boodhist Religion in Seilan	The father was like to die of grief, but bethought himself of a plan for bringing him back to the world.	father like die grief bethought plan bringing back world
3	PART 1	18	Origin of the Boodhist Religion in Seilan	He lodged him in a very fine palace, and appointed 30,000 beautiful damsels to serve and amuse him.	lodged fine palace appointed 30000 beautiful damsels serve amuse
3	PART 1	18	Origin of the Boodhist Religion in Seilan	The prince, however, remained insensible to their seductions, and led a more virtuous and chaste life than before.	prince however remained insensible seductions led virtuous chaste life
3	PART 1	18	Origin of the Boodhist Religion in Seilan	Now his habits had been g0 recluse that he had never seen a dead person, or one not perfectly sound in his members.	habits g0 recluse never seen dead person one perfectly sound members
3	PART 1	18	Origin of the Boodhist Religion in Seilan	One day, happening to ride across the path where a man lay dead, he was utterly astonished, and asked of his attendants what that was.	one day happening ride across path man lay dead utterly astonished asked attendants
3	PART 1	18	Origin of the Boodhist Religion in Seilan	This being explained, he inquired if all men died, and being told they did so, he walked on, musing very deeply.	explained inquired men died told walked musing deeply
3	PART 1	18	Origin of the Boodhist Religion in Seilan	Some time after, he saw one unable to walk, and with all his teeth decayed through extreme old age.	time saw one unable walk teeth decayed extreme old age
3	PART 1	18	Origin of the Boodhist Religion in Seilan	Having asked, and being informed what that was, he declared he would no longer remain in this evil region, but would seek a place where men neither died nor grew old.	asked informed declared would longer remain evil region would seek place men neither died grew old
3	PART 1	18	Origin of the Boodhist Religion in Seilan	He left the palace, and journeyed into great and trackless mountains, where he spent his whole life virtuously and chastely, observing rigid abstinence ; so that had he been a Christian, he must have been a very great saint.	left palace journeyed great trackless mountains spent whole life virtuously chastely observing rigid abstinence christian must great saint
3	PART 1	18	Origin of the Boodhist Religion in Seilan	When he died, his corpse was carried to his father, who, on seeing the body of one whom he loved better than himself, was grieved to the heart.	died corpse carried father seeing body one loved better grieved heart
3	PART 1	18	Origin of the Boodhist Religion in Seilan	He made an image of him composed of gold and precious stones.	made image composed gold precious stones
3	PART 1	18	Origin of the Boodhist Religion in Seilan	All the people of the country adored him as a god, and they say that he died eighty-four times, becoming first an ox, then a horse, then a dog, and various other animals ; but that the eighty-fourth time he became a god, and they worship him as their best and greatest.	people country adored god say died eightyfour times becoming first ox horse dog various animals eightyfourth time became god worship best greatest
3	PART 1	18	Origin of the Boodhist Religion in Seilan	These were the first idolaters, from whom all the others in Seilan were descended.	first idolaters others seilan descended
3	PART 1	18	Origin of the Boodhist Religion in Seilan	But I assure you, many from the most distant countries come hither on pilgrimage, as Christians to the shrine of St James, and the monument on this mountain is said to be that of the prince, whose teeth, hair, and skull were preserved.	assure many distant countries come hither pilgrimage christians shrine st james monument mountain said prince whose teeth hair skull preserved
3	PART 1	18	Origin of the Boodhist Religion in Seilan	But the Saracens say that it is that of Adam, our first parent.	saracens say adam first parent
3	PART 1	18	Origin of the Boodhist Religion in Seilan	God knows which is right, but one cannot believe the latter, for the Scriptures of our holy church assure us that he died in another part of the world.	god knows right one believe latter scriptures holy church assure us died another part world
3	PART 1	18	Origin of the Boodhist Religion in Seilan	Now it happened that the great khan, hearing that the tomb of Adam, with the other objects mentioned, was on this mountain, sent, in 1284, a numerous embassy, who travelled by land to the island of Seilan.	happened great khan hearing tomb adam objects mentioned mountain sent 1284 numerous embassy travelled land island seilan
3	PART 1	18	Origin of the Boodhist Religion in Seilan	They went to the king, and procured two of the grinding teeth, which were very large, also the hair, and the cup, of beautiful green porphyry.	went king procured two grinding teeth large also hair cup beautiful green porphyry
3	PART 1	18	Origin of the Boodhist Religion in Seilan	They then returned, and sent notice to their sovereign of what they were bringing, when he ordered his subjects to go forth and meet these relics of our first father.	returned sent notice sovereign bringing ordered subjects go forth meet relics first father
3	PART 1	18	Origin of the Boodhist Religion in Seilan	All the citizens of Kambalu came out; the chief men received the sacred objects, and brought them to his majesty, who welcomed them with great joy and reverence.	citizens kambalu came chief men received sacred objects brought majesty welcomed great joy reverence
3	PART 1	18	Origin of the Boodhist Religion in Seilan	I assure you, too, they found this cup to be of such virtue, that when food was introduced for one man, there would be enough for five ; and the great khan declared he had tried this, and found it the truth.	assure found cup virtue food introduced one man would enough five great khan declared tried found truth
3	PART 1	18	Origin of the Boodhist Religion in Seilan	Now having told you truly all this history, I will leave it and relate other things.	told truly history leave relate things
3	PART 1	19	Kingdoms of Maabar	When you depart from Seilan, and go westward about sixty miles,you come to the extensive provinceof Maabar, on the mainland.	depart seilan go westward sixty milesyou come extensive provinceof maabar mainland
3	PART 1	19	Kingdoms of Maabar	It is called India the Greater, and is indeed the noblest and richest country in the whole world.	called india greater indeed noblest richest country whole world
3	PART 1	19	Kingdoms of Maabar	t In this province there are five kings, who are brothers, and the one that reigns here is called Senderbandi Davar.	province five kings brothers one reigns called senderbandi davar
3	PART 1	19	Kingdoms of Maabar	The largest and finest of pearls are found in a gulf between this continent and the island, having nowhere more than ten or twelve paces depth of water, and in some places only two.	largest finest pearls found gulf continent island nowhere ten twelve paces depth water places two
3	PART 1	19	Kingdoms of Maabar	Vessels, large and small, resort thither from the beginning of April to the middle of May, and cast anchor in a place called Bettalar, about sixty miles out at sea; they then go in boats and begin the fishery.	vessels large small resort thither beginning april middle may cast anchor place called bettalar sixty miles sea go boats begin fishery
3	PART 1	19	Kingdoms of Maabar	Many merchants, formed into companies, hire and pay the men employed.	many merchants formed companies hire pay men employed
3	PART 1	19	Kingdoms of Maabar	They gave a tenth to the king, and a twentieth to the Abraiamain, who enchants the fishes, depriving them of the power to injure the persons who dive under water for the pearls ; indeed he can enchant also all kinds of beasts and birds.	gave tenth king twentieth abraiamain enchants fishes depriving power injure persons dive water pearls indeed enchant also kinds beasts birds
3	PART 1	19	Kingdoms of Maabar	The charm, howevet, lasts only during the day; at night the animals enjoy full liberty.	charm howevet lasts day night animals enjoy full liberty
3	PART 1	19	Kingdoms of Maabar	When the men in the boats have found water four to twelve feet deep, they plunge to the bottom, and get shells called sea-oysters, and within whose flesh are found pearls of all sizes and shapes.	men boats found water four twelve feet deep plunge bottom get shells called seaoysters within whose flesh found pearls sizes shapes
3	PART 1	19	Kingdoms of Maabar	These are brought up in very large quantities, and distributed over the world,—the king drawing from them a great revenue.	brought large quantities distributed world—the king drawing great revenue
3	PART 1	19	Kingdoms of Maabar	During the rest of the year they are not found here; but at a place 300 miles distant, where they are taken from September to the middle of October.	rest year found place 300 miles distant taken september middle october
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	This is a very large island, fifteen hundred miles from the continent.	large island fifteen hundred miles continent
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The people are fair, handsome, and of agreeable manners.	people fair handsome agreeable manners
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	They are idolaters, and live quite separate, entirely independent of all other nations.	idolaters live quite separate entirely independent nations
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	Gold is very abundant, and no man being allowed to export it, while no merchant goes thence to the mainland, the people accumulate a vast amount.	gold abundant man allowed export merchant goes thence mainland people accumulate vast amount
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	But I will give you a wonderful account of a very large palace, all covered with that metal, as our churches are with lead.	give wonderful account large palace covered metal churches lead
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The pavement of the chamber, the halls, windows, and every other part, have it laid on two inches thick,so that the riches of this palace are incalculable.	pavement chamber halls windows every part laid two inches thickso riches palace incalculable
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	Here are also red pearls, large, and of equal value with the white, with many other precious stones.	also red pearls large equal value white many precious stones
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	* Kublai, on hearing of this amazing wealth, desired to conquer the island, and sent two of his barons with a very large fleet containing warriors, both horsemen and on foot.	kublai hearing amazing wealth desired conquer island sent two barons large fleet containing warriors horsemen foot
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	One was named Abatan, the other Vonsanicin, both wise and valiant.	one named abatan vonsanicin wise valiant
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	They sailed from Zai-tun and Kin-sai, reached the isle, landed, and took possession of the plain and of a number of houses ; but they had been unable to take any city or castle, when a sad misadventure occurred.	sailed zaitun kinsai reached isle landed took possession plain number houses unable take city castle sad misadventure occurred
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	A mutual jealousy arose amongst them, which prevented their acting in any concert.	mutual jealousy arose amongst prevented acting concert
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	One day when the north wind blew very strong, the troops expressed to each other apprehensions, that if they remained, all the vessels would be wrecked.	one day north wind blew strong troops expressed apprehensions remained vessels would wrecked
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The whole then went on board and set sail.	whole went board set sail
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	When they had proceeded about four miles, they found another small isle, on which, the storm being violent, a number sought refuge.	proceeded four miles found another small isle storm violent number sought refuge
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	Others could not reach it, many of whom suffered shipwreck and perished ; but some were preserved and sailed for their native country.	others could reach many suffered shipwreck perished preserved sailed native country
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	Those who had landed, 30,000 in number, looked on themselves as dead men, seeing no means of ever escaping ; and their anger and grief were increased, when they beheld the other ships making their way homeward.	landed 30000 number looked dead men seeing means ever escaping anger grief increased beheld ships making way homeward
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The sovereign and people of the large isle rejoiced greatly when they saw the host thus scattered and many of them cast upon the islet.	sovereign people large isle rejoiced greatly saw host thus scattered many cast upon islet
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	As soon as the sea calmed, they assembled a great number of ships, sailed thither and landed, hoping to capture all those refugees.	soon sea calmed assembled great number ships sailed thither landed hoping capture refugees
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	But when the latter saw that their enemies had disembarked, leaving the vessels unguarded, they skilfully retreated to another quarter, and continued moving about till they reached the ships, and went on board without any opposition.	latter saw enemies disembarked leaving vessels unguarded skilfully retreated another quarter continued moving till reached ships went board without opposition
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	They then sailed direct for the principal island, hoisting its own standards and ensigns.	sailed direct principal island hoisting standards ensigns
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	On seeing these, the people believed their own countrymen had returned, and allowed them to enter the city.	seeing people believed countrymen returned allowed enter city
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The Tartars, finding it defended only by old men, soon drove them out, retaining the women as slaves.	tartars finding defended old men soon drove retaining women slaves
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	When the king and his warriors saw themselves thus deceived, and their city captured, they were like to die of grief; but they assembled other ships, and invested it so closely as to prevent all communication.	king warriors saw thus deceived city captured like die grief assembled ships invested closely prevent communication
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The invaders maintained it seven months, and planned day and night how they might convey tidings to their master of their present condition ; but finding this impossible, they agreed with the besiegers to surrender, securing only their lives.	invaders maintained seven months planned day night might convey tidings master present condition finding impossible agreed besiegers surrender securing lives
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	This took place in the year 1269.	took place year 1269
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	The great khan, however, ordered one of the commanders of this host to lose his head, and the other to be sent to the isle where he had caused the loss of so many men, and there put todeath.	great khan however ordered one commanders host lose head sent isle caused loss many men put todeath
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	I have to relate also a very wonderful thing, that these two barons took a number of persons ina castle of Zipangu, and because they had refusedto surrender, ordered all their heads to be cut off ; but there were eight on whom they could not execute this sentence, because these wore consecrated stones in the arm between the skin and the flesh, which so enchanted them, that they could not die by steel.	relate also wonderful thing two barons took number persons ina castle zipangu refusedto surrender ordered heads cut eight could execute sentence wore consecrated stones arm skin flesh enchanted could die steel
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	They were therefore beaten to death with clubs, and the stones, being extracted, were held very precious.	therefore beaten death clubs stones extracted held precious
3	PART 1	2	Island of Zipangu, and Tartar Expedition thither	But I must leave this matter and go on with the narrative.	must leave matter go narrative
3	PART 1	20	Hindoo Customs and Superstitions	Now, in all this province of Maabar, there is not a tailor, for the people go naked at every season.	province maabar tailor people go naked every season
3	PART 1	20	Hindoo Customs and Superstitions	The air is always so temperate, that they wear only a piece of cloth round the middle.	air always temperate wear piece cloth round middle
3	PART 1	20	Hindoo Customs and Superstitions	‘The king is dressed just like the others, except that his cloth is finer,t and he wears a necklace full set with rubies, sapphires, emeralds, and other precious stones, worth a great treasure.	‘the king dressed like others except cloth finert wears necklace full set rubies sapphires emeralds precious stones worth great treasure
3	PART 1	20	Hindoo Customs and Superstitions	He has also suspended from his neck a silken cord, reaching a pace down, and containing 104 of the largest pearls and most valuable rubies.	also suspended neck silken cord reaching pace containing 104 largest pearls valuable rubies
3	PART 1	20	Hindoo Customs and Superstitions	It is worn because he repeats every day, morning and evening, 104 prayers in honour of his idols.	worn repeats every day morning evening 104 prayers honour idols
3	PART 1	20	Hindoo Customs and Superstitions	To this he is bound by his faith and religion, by the example and injunction of his ancestors.	bound faith religion example injunction ancestors
