chapterNo,chapterTitle,sectionNo,sectionTitle,sentence,sentence_cleaned
1,PART 1,11,Description of the City of Kambalu,"There are twelve gates, each containing an edifice, making one in each square of that wall, and filled with men, who guard the place.",twelve gates containing edifice making one square wall filled men guard place
1,PART 1,11,Description of the City of Kambalu,The streets are so broad and so straight that from one gate another is visible.,streets broad straight one gate another visible
1,PART 1,11,Description of the City of Kambalu,"It contains many beautiful houses and palaces, and a very large one in the midst, containing a steeple with a large bell, which at night sounds three times ; after which no man must leave the city without some urgent necessity, as of sickness, or a woman about to beara child.",contains many beautiful houses palaces large one midst containing steeple large bell night sounds three times man must leave city without urgent necessity sickness woman beara child
1,PART 1,11,Description of the City of Kambalu,"At each gate a thousand men keep guard, not from dread of any enemy, but in reverence of the monarch who dwells within it, and to prevent injury by robbers.",gate thousand men keep guard dread enemy reverence monarch dwells within prevent injury robbers
1,PART 1,12,The Suburbs—Merchants,"When the monarch comes to his chief city, he remains in his noble palace three days and no more, when he holds a great court, making high festival and Tejoicing with his ladies.",monarch comes chief city remains noble palace three days holds great court making high festival tejoicing ladies
1,PART 1,12,The Suburbs—Merchants,"There is a vast abundance of people through all the suburbs of Kambalu, which are twelve in number, one corresponding to each gate ; no one can count the number of residents ; and they contain as stately edifices as any in the city, except the king’s Palace.",vast abundance people suburbs kambalu twelve number one corresponding gate one count number residents contain stately edifices city except king’s palace
1,PART 1,12,The Suburbs—Merchants,"No one is allowed to be buried within the city ; and no females of bad character can reside there, but must have their dwellings in the suburbs, where there are said to be no fewer than 20,000.",one allowed buried within city females bad character reside must dwellings suburbs said fewer 20000
1,PART 1,12,The Suburbs—Merchants,"There are brought also to Kambalu the most costly articles in the world, the finest productions of India, as precious stones and pearls, with all the produce of Cathay and the surrounding countries, in order to supply the lords and the barons and ladies who reside there.",brought also kambalu costly articles world finest productions india precious stones pearls produce cathay surrounding countries order supply lords barons ladies reside
1,PART 1,12,The Suburbs—Merchants,"Numerous merchants, likewise, bring more than a thousand wagons laden with grain; and all who are within a hundred miles of the city come thither to purchase what they want.",numerous merchants likewise bring thousand wagons laden grain within hundred miles city come thither purchase want
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"I will hereafter particularly mention a council of twelve persons, having power to dispose at will of the lands, governments, and all things belonging to the state.",hereafter particularly mention council twelve persons power dispose lands governments things belonging state
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"One of these, a Saracen, named Achmac, had acquired an extraordinary influence with the great khan ; indeed his master was so infatuated with him that he allowed him the most uncontrolled license.",one saracen named achmac acquired extraordinary influence great khan indeed master infatuated allowed uncontrolled license
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"It was even discovered after his death that he had employed spells to fascinate the khan, and compel him to give full credit to what was told him by his favourite, who was thus enabled to conduct public affairs according to his pleasure.",even discovered death employed spells fascinate khan compel give full credit told favourite thus enabled conduct public affairs according pleasure
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He disposed of all the commands and public offices; passed sentence upon offenders; and when desirous to inflict an injury on any one whom he hated, needed only to go to the emperor and say, “such a man has been guilty of an offence against your majesty, and deserves death”.",disposed commands public offices passed sentence upon offenders desirous inflict injury one hated needed go emperor say “such man guilty offence majesty deserves death”
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The monarch usually replied, do as you judge best, and Achmac then ordered him to be immediately executed.",monarch usually replied judge best achmac ordered immediately executed
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"So manifest were the proofs of his influence, and of the sovereign’s implicit reliance on his statements, that no one dared to contradict him on any occasion ; even those highest in office stood in awe of him.",manifest proofs influence sovereign’s implicit reliance statements one dared contradict occasion even highest office stood awe
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Any one charged by him with a capital offence, whatever means he might employ to justify himself and refute the accusation, could not find an advocate ; for none dared to oppose the purpose of Achmac.",one charged capital offence whatever means might employ justify refute accusation could find advocate none dared oppose purpose achmac
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Thus  he caused unjustly the death of many, and was also enabled to indulge his unlawful propensities.",thus caused unjustly death many also enabled indulge unlawful propensities
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Whenever he saw a woman who pleased him, he contrived either to add her to the number of his wives, or to lead her into a criminal intimacy.",whenever saw woman pleased contrived either add number wives lead criminal intimacy
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"On receiving information of any man having a beautiful daughter, he despatched emissaries with instructions to say to him, “ what are your views with regard to this handsome girl?",receiving information man beautiful daughter despatched emissaries instructions say “ views regard handsome girl
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"the best thing you can do is to give her to the lord-vicegerent ;” for so they termed Achmac, implying that he was his majesty’s representative ; “we will induce him to appoint you to a certain government or office for three years”.",best thing give lordvicegerent ” termed achmac implying majesty’s representative “we induce appoint certain government office three years”
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The father was thus tempted to give away his child ; and as soon as the affair was arranged, the other went and informed the emperor that a government was vacant, or would become so on a particular day, and recommended the parent as well qualified to discharge its duties.",father thus tempted give away child soon affair arranged went informed emperor government vacant would become particular day recommended parent well qualified discharge duties
1,PART 1,13,Wicked Administration of Achmac—Insurrection,His majesty consented; and the appointment was immediately made.,majesty consented appointment immediately made
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Thus, either through ambition to hold high office, or dread of his power, he obtained possession of the fairest females, under the denomination of wives or of concubines.",thus either ambition hold high office dread power obtained possession fairest females denomination wives concubines
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Besides, he had twentyfive sons, who held the highest offices in the state, and, availing themselves of his authority, were guilty of similar violent and licentious proceedings.",besides twentyfive sons held highest offices state availing authority guilty similar violent licentious proceedings
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He had likewise accumulated great wealth, since every one who obtained an appointment found it requisite to make him a liberal present.",likewise accumulated great wealth since every one obtained appointment found requisite make liberal present
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"During a period of twenty-two years, he exercised this absolute authority.",period twentytwo years exercised absolute authority
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"At length the Kataians, natives of the country, unable to endure longer his multiplied acts of injustice and violation of domestic rights, began to devise means of bringing about his death and the overthrow of the government.",length kataians natives country unable endure longer multiplied acts injustice violation domestic rights began devise means bringing death overthrow government
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Among the leading persons in this plot wasChenku, a commander of 6000 men, in whose family his dissolute conduct had spread dishonour.",among leading persons plot waschenku commander 6000 men whose family dissolute conduct spread dishonour
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He proposed the measure to one of his nation, named Vanku, who commanded 10,000 men, and suggested for its execution the period when the great khan, having completed his three months’ residence in Kambalu, should have departed for his palace at Shandu, while his son Gengis had also retired to the place usually visited by him at that season.",proposed measure one nation named vanku commanded 10000 men suggested execution period great khan completed three months’ residence kambalu departed palace shandu son gengis also retired place usually visited season
1,PART 1,13,Wicked Administration of Achmac—Insurrection,The charge of the city was then intrusted.,charge city intrusted
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"to Achmac, who communicated all affairs that occurred.",achmac communicated affairs occurred
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"during his master’s absence, and received the necessary instructions.",master’s absence received necessary instructions
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Vanku and Chenku, having thus consulted together, imparted the design to some leading persons among the Kataians, and also to their friends in various other cities.",vanku chenku thus consulted together imparted design leading persons among kataians also friends various cities
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"They formed an agreement, that on a certain day, immediately on perceiving a signal made by fire, they should rise and put to death all persons wearing beards, This distinction was made because they themselves naturally wanted this appendage, which characterized the Tartars, the Saracens, and the Christians.",formed agreement certain day immediately perceiving signal made fire rise put death persons wearing beards distinction made naturally wanted appendage characterized tartars saracens christians
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The grand khan, having acquired the sovereignty of Kataia, not by any legitimate right, but solely by force of arms, placed no confidence in the natives, and therefore intrusted ail the provincial governments to Tartars, Saracens, Christians, and other foreigners belonging to his household.",grand khan acquired sovereignty kataia legitimate right solely force arms placed confidence natives therefore intrusted ail provincial governments tartars saracens christians foreigners belonging household
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"From this cause his reign was universally detested by the people, who found themselves treated as slaves by the Tartars, and still worse by the Saracens.",cause reign universally detested people found treated slaves tartars still worse saracens
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Vanku and Chenku, having thus arranged their plans, succeeded at night in entering the palace; when the former placed himself on one of the royal seats, made the apartment be lighted up, and sent a messenger to Achmac, then residing in the old city.",vanku chenku thus arranged plans succeeded night entering palace former placed one royal seats made apartment lighted sent messenger achmac residing old city
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He professed to come from Gengis, the emperor’s son, who, he said, had unexpectedly arrived, and required his immediate attendance.",professed come gengis emperor’s son said unexpectedly arrived required immediate attendance
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The viceroy was much surprised by this intelligence ; but, as he stood in awe of the prince, he presently obeyed.",viceroy much surprised intelligence stood awe prince presently obeyed
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"On passing the gate of the new city, he met the Tartar officer named Kogatai, who commanded the guard of 12,000 men, and who asked him whither he ‘was going at that late hour.",passing gate new city met tartar officer named kogatai commanded guard 12000 men asked whither ‘was going late hour
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He stated his intention of waiting upon Gengis, whose arrival had just been announced to him.",stated intention waiting upon gengis whose arrival announced
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"“It is very surprising,” said the officer, “how he should have come so secretly that I was not apprized of it, 0 as to send a party of guards to attend him”.",“it surprising” said officer “how come secretly apprized 0 send party guards attend him”
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The two Kataians, meantime, felt confident, that if they could succeed in despatching Achmac, they had nothing farther to fear.",two kataians meantime felt confident could succeed despatching achmac nothing farther fear
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"On entering the palace, and seeing so many lights blazing, he prostrated himself before Vanku, whom he supposed to be the prince, when Chenku, who held a sword ready in his hand, severed his head from his body.",entering palace seeing many lights blazing prostrated vanku supposed prince chenku held sword ready hand severed head body
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Kogatai had stopped at the door ; but, seeing this catastrophe, he exclaimed that treason was at work, and presently discharged an arrow, which slew Vanku as he sat upon the throne.",kogatai stopped door seeing catastrophe exclaimed treason work presently discharged arrow slew vanku sat upon throne
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He then caused his men to seize the other, and despatched an order to the city to kill every one who should be found abroad.",caused men seize despatched order city kill every one found abroad
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The Kataians, however, seeing the conspiracy discovered, one of their chiefs killed, and the survivor a prisoner, remained in their houses, and could not make the concerted signals to the other towns.",kataians however seeing conspiracy discovered one chiefs killed survivor prisoner remained houses could make concerted signals towns
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Kogatai lost no time in sending messengers with a particular relation of these events to the khan, who, in reply, ordered him diligently to investigate the conspiracy, and to punish according to the degree of their guilt those found implicated in it.",kogatai lost time sending messengers particular relation events khan reply ordered diligently investigate conspiracy punish according degree guilt found implicated
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Next day, after receiving this command, he examined all the Kataians, and inflicted the punishment of death on the Tingleaders.",next day receiving command examined kataians inflicted punishment death tingleaders
1,PART 1,13,Wicked Administration of Achmac—Insurrection,Other cities known to have participated in the guilt suffered similar inflictions.,cities known participated guilt suffered similar inflictions
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"When his majesty returned to Kambalu, he inquired eagerly into the cause of this disturbance, and learned that the infamous Achmac and seven of his sons (the others being less culpable) had committed several enormities, He gave orders that the treasure, which he had accumulated to an incredible amount, should be removed from his place of residence to the new city, where it was lodged in his own treasury.",majesty returned kambalu inquired eagerly cause disturbance learned infamous achmac seven sons others less culpable committed several enormities gave orders treasure accumulated incredible amount removed place residence new city lodged treasury
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"He directed even that his corpse should be disinterred, and thrown into the street, where the dogs might tear it in pieces.",directed even corpse disinterred thrown street dogs might tear pieces
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"The sons, who had pursued the same criminal course with their father, were ordered to be flayed alive.",sons pursued criminal course father ordered flayed alive
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Considering also the principles of the accursed sect of the Saracens, which allow them to indulge in the commission of every crime, and even to murder those who differ from them on points of belief, whence even the detestable Achmac and his sons might have imagined themselves guiltless, he regarded the whole body with contempt and abomination.",considering also principles accursed sect saracens allow indulge commission every crime even murder differ points belief whence even detestable achmac sons might imagined guiltless regarded whole body contempt abomination
1,PART 1,13,Wicked Administration of Achmac—Insurrection,"Summoning them to his presence, he forbade the continuance of many practices enjoined in their law, ordering that in future their marriages should be arranged according to the Tartar custom ; and that, in killing animals for food, instead of cutting their throats, they should rip open the stomach.",summoning presence forbade continuance many practices enjoined law ordering future marriages arranged according tartar custom killing animals food instead cutting throats rip open stomach
1,PART 1,13,Wicked Administration of Achmac—Insurrection,Marco Polo was on the spot when these events took place.,marco polo spot events took place
1,PART 1,14,Guards of the Great Khan,"When the great khan holds a court, he is guarded, on account of his excellency and honour, by 12,000 horsemen, who are called quiesitan, that is, faithful servants of their lord; and this he does not from fear but regard to his high dignity.",great khan holds court guarded account excellency honour 12000 horsemen called quiesitan faithful servants lord fear regard high dignity
1,PART 1,14,Guards of the Great Khan,"Over these 12,000 are four captains, so that each commands 3000; and they keep guard in turn three days and three nights, eating and drinking at the expense of the prince.",12000 four captains commands 3000 keep guard turn three days three nights eating drinking expense prince
1,PART 1,14,Guards of the Great Khan,"Then they go away, and another party comes ; and so they proceed throughout the whole year.",go away another party comes proceed throughout whole year
1,PART 1,15,The Magnificence of his Festivals,"When the khan wishes to celebrate a splendid festival, the tables are so arranged that his is much higher than the others, and he sits on the north, with his face toward the south.",khan wishes celebrate splendid festival tables arranged much higher others sits north face toward south
1,PART 1,15,The Magnificence of his Festivals,"His first wife is seated beside him on the left, while, on the right, are his sons and nephews, and all those of imperial lineage, who are so stationed that their head is on a level with the feet of the monarch.",first wife seated beside left right sons nephews imperial lineage stationed head level feet monarch
1,PART 1,15,The Magnificence of his Festivals,"The barons sit still lower; while the ladies, daughters, and female relations of the khan are placed beneath the queen on the left side, and under them all the wives of the barons ; every class knows the spot where they ought to sit.",barons sit still lower ladies daughters female relations khan placed beneath queen left side wives barons every class knows spot ought sit
1,PART 1,15,The Magnificence of his Festivals,"The tables are so arranged that the monarch can see all the company, who are very numerous ; and outside of that hall there eat more than 40,000 persons, who have come with presents or remarkable objects from foreign parts, and attend on the days when he holds a court or celebrates a marriage.",tables arranged monarch see company numerous outside hall eat 40000 persons come presents remarkable objects foreign parts attend days holds court celebrates marriage
1,PART 1,15,The Magnificence of his Festivals,"In the midst of this hall is a very large vessel of fine gold, containing wine, and on each side two smaller ones, whence the liquor is poured out into flagons, each containing fully enough for eight men ; and one of these is placed between every two guests, who have besides separate cups of gold to drink out of.",midst hall large vessel fine gold containing wine side two smaller ones whence liquor poured flagons containing fully enough eight men one placed every two guests besides separate cups gold drink
1,PART 1,15,The Magnificence of his Festivals,"This supply of plate is of very great value, and indeed the khan has so many vessels of gold and silver that none without seeing could possibly believe it.",supply plate great value indeed khan many vessels gold silver none without seeing could possibly believe
1,PART 1,15,The Magnificence of his Festivals,"At each door of the great hall, or of any part of the palace occupied by his majesty, stand two officers of gigantic height, holding in their hands staves, to prevent persons who enter from touching the threshold.",door great hall part palace occupied majesty stand two officers gigantic height holding hands staves prevent persons enter touching threshold
1,PART 1,15,The Magnificence of his Festivals,"If any one chances to commit this offence, they take from him his garment, which he must redeem by a payment, or if they spare his dress, inflict at least a number of blows fixed by authority.",one chances commit offence take garment must redeem payment spare dress inflict least number blows fixed authority
1,PART 1,15,The Magnificence of his Festivals,"As strangers may not be aware of this prohibition, officers are appointed to warn them of it at the time of introduction.",strangers may aware prohibition officers appointed warn time introduction
1,PART 1,15,The Magnificence of his Festivals,"Since, however, some of the company, on leaving the hall, may be so affected with liquor as to be unable to guard against the accident, it is not then severely punished.",since however company leaving hall may affected liquor unable guard accident severely punished
1,PART 1,15,The Magnificence of his Festivals,"Those who serve the khan at table are great barons, who hold their mouths carefully wrapped in rich towels of silk and gold, that their breath may not blow upon the dishes.",serve khan table great barons hold mouths carefully wrapped rich towels silk gold breath may blow upon dishes
1,PART 1,15,The Magnificence of his Festivals,"When he begins to drink, all the instruments, which are very numerous, are sounded, and while the cup is in his hand, the barons and others present fall on their knees, and make signs of great humility ; this is done every time he drinks, or when new viands are brought in.",begins drink instruments numerous sounded cup hand barons others present fall knees make signs great humility done every time drinks new viands brought
1,PART 1,15,The Magnificence of his Festivals,"These I shall not attempt to recount, since any one may believe that he will have the greatest variety of beasts and birds, wild and domestic, and of fishes in their season, and in the greatest abundance, prepared most delicately in various modes suitable to his magnificence and dignity.",shall attempt recount since one may believe greatest variety beasts birds wild domestic fishes season greatest abundance prepared delicately various modes suitable magnificence dignity
1,PART 1,15,The Magnificence of his Festivals,"Every baron or knight brings his wife, and she sits at table along with the other ladies, When the great sire has eaten, and the tables are removed, a number of jesters, players, and other witty persons perform various pieces, exciting much mirth and pleasure among the company, who then all depart and go to their homes.",every baron knight brings wife sits table along ladies great sire eaten tables removed number jesters players witty persons perform various pieces exciting much mirth pleasure among company depart go homes
1,PART 1,16,Great Festival at the King’s Birthday,The Tartars celebrate a festival on the day of their nativity.,tartars celebrate festival day nativity
1,PART 1,16,Great Festival at the King’s Birthday,"The birthday of the khan is on the 28th September, and is the greatest of all, except that at the beginning of the year.",birthday khan 28th september greatest except beginning year
1,PART 1,16,Great Festival at the King’s Birthday,"On this occasion he clothes himself in robes of beaten gold, and his twelve barons and 12,000 soldiers wear like him dresses of a uniform colour and shape ; not that they are so costly, but similarly made of silk, gilded, and bound by a cincture of gold.",occasion clothes robes beaten gold twelve barons 12000 soldiers wear like dresses uniform colour shape costly similarly made silk gilded bound cincture gold
1,PART 1,16,Great Festival at the King’s Birthday,"Many have these robes adorned with precious stones and pearls, so as to be worth 10,000 golden bezants.",many robes adorned precious stones pearls worth 10000 golden bezants
1,PART 1,16,Great Festival at the King’s Birthday,"The great khan, twelve times in the year, presents to those barons and knights robes of the same colour with his own; and this is what no lord in the world can do.",great khan twelve times year presents barons knights robes colour lord world
1,PART 1,16,Great Festival at the King’s Birthday,"On the day of his nativity, all the Tartars from every province of the world, who hold lands under him, celebrate a festival, and bring presents suited to their station.",day nativity tartars every province world hold lands celebrate festival bring presents suited station
1,PART 1,16,Great Festival at the King’s Birthday,The same is done by every individual who asks from him any favour or office.,done every individual asks favour office
1,PART 1,16,Great Festival at the King’s Birthday,He has twelve barons who bestow commands on such persons as they think proper.,twelve barons bestow commands persons think proper
1,PART 1,16,Great Festival at the King’s Birthday,"On that day, the Christians, Saracens, and all the races of men who are subject to him, make prayers to their gods that they will preserve, and grant him a long, healthy, and happy life.",day christians saracens races men subject make prayers gods preserve grant long healthy happy life
1,PART 1,16,Great Festival at the King’s Birthday,"I will tell you no more of this festival, but of another which they celebrate at the beginning of the year, called the White Feast.",tell festival another celebrate beginning year called white feast
1,PART 1,17,Festival of the New Year,"The Tartars begin their year in February,when the khan and his people celebrate a feast, where all, both men and women, are clothed in white robes.",tartars begin year februarywhen khan people celebrate feast men women clothed white robes
1,PART 1,17,Festival of the New Year,"‘They consider these as signifying joy and good fortune, and that hence all prosperity will happen to them throughout the year.",‘they consider signifying joy good fortune hence prosperity happen throughout year
1,PART 1,17,Festival of the New Year,"On that day, all who hold land or any dominion under him, make the most magnificent presents in their power, consisting of gold, silver, pearls, precious stones, and rich white cloths; so that, during the whole year, he may have abundance of treasures, and of the means of enjoying himself.",day hold land dominion make magnificent presents power consisting gold silver pearls precious stones rich white cloths whole year may abundance treasures means enjoying
1,PART 1,17,Festival of the New Year,"They present also more than 6000 camels, with about 100,000 beautiful white horses.",present also 6000 camels 100000 beautiful white horses
1,PART 1,17,Festival of the New Year,"On that day, too, he is gratified with at least 5000 elephants covered with cloths of silk and gold, finely wrought with figures of beasts and birds, and each having on his back a box filled with vessels of gold and silver, and other things necessary for the feast.",day gratified least 5000 elephants covered cloths silk gold finely wrought figures beasts birds back box filled vessels gold silver things necessary feast
1,PART 1,17,Festival of the New Year,"They all pass before the great khan, and form the most brilliant spectacle ever seen in this world.",pass great khan form brilliant spectacle ever seen world
1,PART 1,17,Festival of the New Year,"In the morning of that festal day, before the tables are spread, the kings, generals, counts, astrologers, physicians, falconers, and many other officers and rulers, repair to the hall of the sovereign, and those who are not admitted remain without the palace in a place where the monarch can fully see them.",morning festal day tables spread kings generals counts astrologers physicians falconers many officers rulers repair hall sovereign admitted remain without palace place monarch fully see
1,PART 1,17,Festival of the New Year,"They are in the following order :—Foremost, his sons, nephews, and others of his lineage, then kings, generals, and others according to their rank.",following order —foremost sons nephews others lineage kings generals others according rank
1,PART 1,17,Festival of the New Year,"As soon as each has taken his place, a great prelate rises and says, with a loud voice, “incline and adore ;” and presently all bend down, strike their foreheads on the earth, and make prayers to their master, adoring him as a god.",soon taken place great prelate rises says loud voice “incline adore ” presently bend strike foreheads earth make prayers master adoring god
1,PART 1,17,Festival of the New Year,"This they do four times, and then go to an altar, on which is written the name of the great khan, Then, out of a beautiful box, they pour incense on that table in reverence of him, and return to their place ; they next make those rich and valuable presents which I have described.",four times go altar written name great khan beautiful box pour incense table reverence return place next make rich valuable presents described
