chapterNo	chapterTitle	sectionNo	sectionTitle	sentence	sentence_cleaned
2	PART 1	10	On the Kingdoms of Persia	Some may imagine that the Saracens do not drink wine, as being forbidden by their law ; but they quiet their consciences by thinking that if boiled over the fire, which renders it milder and sweet, it may be drunk without breaking the commandment.	may imagine saracens drink wine forbidden law quiet consciences thinking boiled fire renders milder sweet may drunk without breaking commandment
2	PART 1	10	On the Kingdoms of Persia	Changing its taste, they change its name, and no longer call it wine, though it really is so.	changing taste change name longer call wine though really
2	PART 1	10	On the Kingdoms of Persia	Let us now leave them, and tell you of Yasdi.	let us leave tell yasdi
2	PART 1	11	On the City of Yasdi	Yasdi § is a beautiful and noble city, with rich manufactures, The people make silk cloths called by its name, which the merchants carry into various countries.	yasdi � beautiful noble city rich manufactures people make silk cloths called name merchants carry various countries
2	PART 1	11	On the City of Yasdi	They all adore Mohammed.	adore mohammed
2	PART 1	11	On the City of Yasdi	Whena man departs from that city, he rides seven days over a plain, where in three places only there are habitations and inns for the traveller.	whena man departs city rides seven days plain three places habitations inns traveller
2	PART 1	11	On the City of Yasdi	There are many forests filled with partridges and other birds, which afford excellent sport ; also beautiful wild asses.	many forests filled partridges birds afford excellent sport also beautiful wild asses
2	PART 1	11	On the City of Yasdi	At the end of these seven days a country called Creman presents itself.	end seven days country called creman presents
2	PART 1	12	On the Kingdom of Creman	Creman is a kingdom anciently belonging to Persia, and which used to be governed by a hereditary prince ; but since the Tartar conquered it, he appoints what deputy he pleases.	creman kingdom anciently belonging persia used governed hereditary prince since tartar conquered appoints deputy pleases
2	PART 1	12	On the Kingdom of Creman	In that region the stones called turquoises are in great abundance ; they are found in the mountains, and excavated from the rocks, The inhabitants make all things necessary for troops, such as reins, saddles, bows, arrows, quivers, and all kinds of arms, according to the custom of the country.	region stones called turquoises great abundance found mountains excavated rocks inhabitants make things necessary troops reins saddles bows arrows quivers kinds arms according custom country
2	PART 1	12	On the Kingdom of Creman	The ladies work very neatly cloths of gold and silk, representing with the needle, beasts, birds, and many other objects.	ladies work neatly cloths gold silk representing needle beasts birds many objects
2	PART 1	12	On the Kingdom of Creman	In the mountains are reared the finest falcons in the world, for though smaller than the peregrine species, they fly so swiftly that no bird can escape them.	mountains reared finest falcons world though smaller peregrine species fly swiftly bird escape
2	PART 1	12	On the Kingdom of Creman	When a man leaves the city of Creman, he travels seven days through towns and fortified places, finding much amusement, because there are great numbers of wild beasts and birds, At the end of these seven days, he comes to the declivity of a mountain, and continues two days always descending.	man leaves city creman travels seven days towns fortified places finding much amusement great numbers wild beasts birds end seven days comes declivity mountain continues two days always descending
2	PART 1	12	On the Kingdom of Creman	There are abundance of fruits, but no habitation, only shepherds pasturing their flocks.	abundance fruits habitation shepherds pasturing flocks
2	PART 1	12	On the Kingdom of Creman	The cold on this road during winter is so great that a man cannot safely travel unless with a very ample provision of clothes.	cold road winter great man safely travel unless ample provision clothes
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	At the bottom of this descent is a very extensive plain, at the commencement of which is a city named Camandu,once wonderfully great and noble, but now much declined, because the Tartar invaders have repeatedly plundered it.	bottom descent extensive plain commencement city named camanduonce wonderfully great noble much declined tartar invaders repeatedly plundered
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	The heat here is extreme, and the province is called Reobarle.	heat extreme province called reobarle
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	Its fruits are dates, pistachio nuts, apples of paradise, and others which do not grow in our country.	fruits dates pistachio nuts apples paradise others grow country
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	Here are a species of birds called francolin, which are different from those of other lands, their colour being a mixture of white and black, while the beak and feet are red.	species birds called francolin different lands colour mixture white black beak feet red
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	The oxen are very large, white as snow, and the hair very smooth, in consequence of the heat.	oxen large white snow hair smooth consequence heat
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	Between the shouldersis a hump, two palms high, and their appearance is the most beautiful of any in the world.	shouldersis hump two palms high appearance beautiful world
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	When the owner wishes to load them, they bend down as the camels do, and after receiving their burden, rise and bear it well, being extremely strong.	owner wishes load bend camels receiving burden rise bear well extremely strong
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	There are sheep as large as asses, and with tails so thick and so broad as to weigh full thirty pounds.	sheep large asses tails thick broad weigh full thirty pounds
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	They are also fat, and make excellent food.	also fat make excellent food
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	The people have castles and cities surrounded by walls of earth, in order to defend themselves against the Caraunas, a mixed race between the Indians and the Tartars.	people castles cities surrounded walls earth order defend caraunas mixed race indians tartars
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	When these people wish to overrun the country and rob it, they, by their enchantment and diabolical agency, cause the day to become dark, so that you can see to little or no distance, and this darkness they make to last seven days.	people wish overrun country rob enchantment diabolical agency cause day become dark see little distance darkness make last seven days
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	They know the places so well, that they can ride during the thickest of it ; and they are sometimes ten thousand in number, so that nothing found on the plain, man, beast, or any thing, can escape.	know places well ride thickest sometimes ten thousand number nothing found plain man beast thing escape
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	They kill the old persons, and carry off the young to sell them for slaves.	kill old persons carry young sell slaves
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	Their king is called Nogodar, and he went to the court of Ciagatai, who was the brother of the great khan, with 10,000 men, and remained with him, because his uncle was very powerful.	king called nogodar went court ciagatai brother great khan 10000 men remained uncle powerful
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	During this stay, Nogodar committed a very great wickedness, and I will tell you what it was.	stay nogodar committed great wickedness tell
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	He departed from his uncle Ciagatai, who was in Great Armenia, and took with him 10,000 of his people, who were very cruel, and marched by Badasian and through a province called Pasciai, and another called Chesciemur, losing many of his people and beasts, because the roads were narrow and very bad; and when they had passed all these provinces, they entered into India, on the borders of one called Dilivar.	departed uncle ciagatai great armenia took 10000 people cruel marched badasian province called pasciai another called chesciemur losing many people beasts roads narrow bad passed provinces entered india borders one called dilivar
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	They came to the city of the same name, and took it from a king called Asidiu Sultan, who was very great and rich.	came city name took king called asidiu sultan great rich
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	There Nogodar, with his people, continues to rule, and makes war with all the other Tartars who dwell in the surrounding country.	nogodar people continues rule makes war tartars dwell surrounding country
2	PART 1	13	On Camandnu, Reobarle, and the Karauna Robbers	Having told you of this plain, and of the people who produced darkness in order to rob, I must also mention that Messer Marco himself was nearly taken by them amid this gloom, but though a number of his companions were captured, and either killed or sold as slaves, he himself escaped to a castle named Canosalmi.	told plain people produced darkness order rob must also mention messer marco nearly taken amid gloom though number companions captured either killed sold slaves escaped castle named canosalmi
2	PART 1	14	On the City of Cormos	That plain extends five days’ journey southward, and you then come to a descent which continues twenty miles by a very bad and difficult road, full of wicked robbers.	plain extends five days’ journey southward come descent continues twenty miles bad difficult road full wicked robbers
2	PART 1	14	On the City of Cormos	You then approach the very beautiful plain of Formosa, watered by fine rivers, with plantations of the date-palm, and having the air filled with francolins, parrots, and other birds unknown to our climate.	approach beautiful plain formosa watered fine rivers plantations datepalm air filled francolins parrots birds unknown climate
2	PART 1	14	On the City of Cormos	You ride two days through it, and then arrive at the ocean, on which there is a city and fort named Cormos.	ride two days arrive ocean city fort named cormos
2	PART 1	14	On the City of Cormos	The ships of India bring thither all kinds of spiceries, precious stones, and pearls, cloths of silk and gold, elephants’ teeth, and many other articles.	ships india bring thither kinds spiceries precious stones pearls cloths silk gold elephants’ teeth many articles
2	PART 1	14	On the City of Cormos	It is the capital of a kingdom, having many cities and castles under it, and the sovereign is called Ruemedan Achomac, The climate, however, is intensely hot, and extremely unhealthy, and when any foreign merchant dies, the king inherits all his property.	capital kingdom many cities castles sovereign called ruemedan achomac climate however intensely hot extremely unhealthy foreign merchant dies king inherits property
2	PART 1	14	On the City of Cormos	Wine is here made of dates and other spices, and is extremely good ; but when drunk by men unaccustomed to it, has a strong purgative quality, though, after some use, it agrees well, and promotescorpulence.	wine made dates spices extremely good drunk men unaccustomed strong purgative quality though use agrees well promotescorpulence
2	PART 1	14	On the City of Cormos	The people live chiefly on dates and salted fish, particularly the tunny ; considering these victuals to be the most wholesome, and that if they used wheaten bread and fiesh they would fall sick.	people live chiefly dates salted fish particularly tunny considering victuals wholesome used wheaten bread fiesh would fall sick
2	PART 1	14	On the City of Cormos	The ships are very bad, and many are lost from not being secured by nails like ours, but sewed together by a thread made of the bark of the Indian nuttrees, which being softened in water, becomes like horsehair, and is durable enough.	ships bad many lost secured nails like sewed together thread made bark indian nuttrees softened water becomes like horsehair durable enough
2	PART 1	14	On the City of Cormos	They use it for want of iron, but it is by no means strong or secure.	use want iron means strong secure
2	PART 1	14	On the City of Cormos	They have a mast, sail, and rudder, all single, and a coverlet of leather, which is spread over the goods, and on that they place the horses, many of which are transported into India.	mast sail rudder single coverlet leather spread goods place horses many transported india
2	PART 1	14	On the City of Cormos	These ships, too, are not tarred, but covered with the oil of fish, The people are black, and adore Mohammed.	ships tarred covered oil fish people black adore mohammed
2	PART 1	14	On the City of Cormos	They do not remain in the city during summer, for then they would all die, but retire to the country, where they have verdant gardens, finely watered by streams.	remain city summer would die retire country verdant gardens finely watered streams
2	PART 1	14	On the City of Cormos	Even there they would not escape, because there often blows from the sandy tracts that surround the city a wind so excessively hot that it would kill them all, if they did not plunge into the water and thus escape it.	even would escape often blows sandy tracts surround city wind excessively hot would kill plunge water thus escape
2	PART 1	14	On the City of Cormos	They sow wheat, barley, and other kinds of grain in the month of November, and reap them in March, when they become ripe and perfect ; but none except the date will endure till May, being dried up by the extreme heat.	sow wheat barley kinds grain month november reap march become ripe perfect none except date endure till may dried extreme heat
2	PART 1	14	On the City of Cormos	I have also to tell you, when men or women die, great grief is shown, and the ladies, during full four years after the death of their husbands, make lamentations at least once a-day.	also tell men women die great grief shown ladies full four years death husbands make lamentations least aday
2	PART 1	14	On the City of Cormos	On these occasions, they assemble their relations and neighbours, who join them in loud moanings and cries.	occasions assemble relations neighbours join loud moanings cries
2	PART 1	14	On the City of Cormos	In proof of the extreme violence of the heat, Marco Polo mentions the following circumstance which occurred during his residence.	proof extreme violence heat marco polo mentions following circumstance occurred residence
2	PART 1	14	On the City of Cormos	The ruler of Cormos neglected to pay his tribute to the King of Creman, who took the resolution of enforcing it at the season when the principal inhabitants gointothecountry.	ruler cormos neglected pay tribute king creman took resolution enforcing season principal inhabitants gointothecountry
2	PART 1	14	On the City of Cormos	He therefore despatched 1600 horse and 5000 foot through the district of Reobarle, to take them by surprise.	therefore despatched 1600 horse 5000 foot district reobarle take surprise
2	PART 1	14	On the City of Cormos	Being misled, however, by the guides, they did not reach the place till night, when they halted to rest in a grove near the town.	misled however guides reach place till night halted rest grove near town
2	PART 1	14	On the City of Cormos	On renewing their march next morning, they were attacked by the hot wind, and all suffocated ; not one surviving to carry back the fatal intelligence.	renewing march next morning attacked hot wind suffocated one surviving carry back fatal intelligence
2	PART 1	14	On the City of Cormos	When the people of Cormos learned this event, and went to bury the dead bodies lest they should infect the air, they found them so softened by the intense heat, that the limbs, when handled, separated from the trunks ; and it was necessary to dig graves close to where the corpses lay.	people cormos learned event went bury dead bodies lest infect air found softened intense heat limbs handled separated trunks necessary dig graves close corpses lay
2	PART 1	15	Return to Creman	We will now leave this city, and not go on to India, for I will describe it farther on in my book, in the proper time and place.	leave city go india describe farther book proper time place
2	PART 1	15	Return to Creman	We will return, therefore, by another road to Creman, because the countries now to be delineated can be reached only by way of that city, and I must tell you that Ruemedan Achomac, of whom we have just spoken, is subject to its king.	return therefore another road creman countries delineated reached way city must tell ruemedan achomac spoken subject king
2	PART 1	15	Return to Creman	The route in returning thither from Cormos is through avery fine plain.	route returning thither cormos avery fine plain
2	PART 1	15	Return to Creman	There are many springs whence the water issues in a hot state, forming baths very salutary in cutaneous and other diseases.	many springs whence water issues hot state forming baths salutary cutaneous diseases
2	PART 1	15	Return to Creman	Here is abundance of fruits and dates, also of partridges and other birds ; but the wheaten bread, owing to the quality of the water, is so bitter that no one unaccustomed to its use can eat it.	abundance fruits dates also partridges birds wheaten bread owing quality water bitter one unaccustomed use eat
2	PART 1	15	Return to Creman	I now wish to tell you of a country lying to the north.	wish tell country lying north
2	PART 1	15	Return to Creman	‘When a man has left Creman, he travels seven days in that direction, through a very dreary region.	‘when man left creman travels seven days direction dreary region
2	PART 1	15	Return to Creman	During three days he finds no river, and the little water met with is salt, green like grass, and so bitter that it is impossible to drink it, and if a man tastes even a drop, it produces violent purging.	three days finds river little water met salt green like grass bitter impossible drink man tastes even drop produces violent purging
2	PART 1	15	Return to Creman	Travellers, therefore, carry water with them ; but-the beasts being obliged to drink such as they find, suffer severely.	travellers therefore carry water butthe beasts obliged drink find suffer severely
2	PART 1	15	Return to Creman	The whole tract is an arid desert, destitute of animals, which could not find food.	whole tract arid desert destitute animals could find food
2	PART 1	15	Return to Creman	On the fourth day, you reach a river of fresh water, but with its channel mostly under ground.	fourth day reach river fresh water channel mostly ground
2	PART 1	15	Return to Creman	In some spots, however, the force of the current makes abrupt openings, when the stream appears for a short space, and drink is abundantly supplied.	spots however force current makes abrupt openings stream appears short space drink abundantly supplied
2	PART 1	15	Return to Creman	Then follows another tract that lasts four days, and is also a dry desert, with bitter water, and no animals except wild asses, At the end of the four days, we leave the kingdom of Creman and proceed towards Cobinam.	follows another tract lasts four days also dry desert bitter water animals except wild asses end four days leave kingdom creman proceed towards cobinam
2	PART 1	16	On the City of Cobinam	Cobinam is a great city inhabited by Mohammedans.	cobinam great city inhabited mohammedans
2	PART 1	16	On the City of Cobinam	There is abundance of iron, brass, and andanico, of the second of which they construct large and beautiful mirrors; they make here also the tutty, which is extremely good for the eyes, and likewise sponge, in the following manner.	abundance iron brass andanico second construct large beautiful mirrors make also tutty extremely good eyes likewise sponge following manner
2	PART 1	16	On the City of Cobinam	They take a vein of earth fitted for this purpose, and throw it into a burning furnace, above which is a grating of iron; then the smoke and moisture ascending adhere to the iron and form tutty, while the earth which remains in the furnace becomes sponge.	take vein earth fitted purpose throw burning furnace grating iron smoke moisture ascending adhere iron form tutty earth remains furnace becomes sponge
2	PART 1	17	On the Province of Tonocain	‘When a man departs from Cobinam, he goes through a desert of eight days, and the country is very arid; there is neither fruit nor trees, and the water is bitter and bad, so that he must carry both it and food for himself, but the beasts drink that on.	‘when man departs cobinam goes desert eight days country arid neither fruit trees water bitter bad must carry food beasts drink
2	PART 1	17	On the Province of Tonocain	the road, though very unwillingly.	road though unwillingly
2	PART 1	17	On the Province of Tonocain	He then comes to a province called Tonocain, with cities and many castles, bordering upon Persia towards the north; and there is a very great plain on which grows what the Christians call the dry tree, which I will describe to you.	comes province called tonocain cities many castles bordering upon persia towards north great plain grows christians call dry tree describe
2	PART 1	17	On the Province of Tonocain	It is very large, and its leaves are green on one side and white on the other.	large leaves green one side white
2	PART 1	17	On the Province of Tonocain	It yields a nut like the chestnut ; but there is nothing within it.	yields nut like chestnut nothing within
2	PART 1	17	On the Province of Tonocain	It is a strong wood, and yellow like box ; and there is no other tree in those parts for a hundred miles round, except on one side, at ten miles’ distance.	strong wood yellow like box tree parts hundred miles round except one side ten miles’ distance
2	PART 1	17	On the Province of Tonocain	It is said by the people of the country to be the place where Alexander fought with Darius.	said people country place alexander fought darius
2	PART 1	17	On the Province of Tonocain	There are many towns and castles, and the inhabitants have abundance of all good things, the climate being neither too cold nor too hot.	many towns castles inhabitants abundance good things climate neither cold hot
2	PART 1	17	On the Province of Tonocain	Now I must tell you of a country called Mulecte, where the Old Man of the Mountain used to dwell.	must tell country called mulecte old man mountain used dwell
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	You shall Jearn all about the Old Man of the Mountain, as I Marco heard related by many persons.	shall jearn old man mountain marco heard related many persons
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	He was called in their language Alaodin, and had caused to be formed, in a valley between two mountains, the largest and most beautiful garden that ever was seen.	called language alaodin caused formed valley two mountains largest beautiful garden ever seen
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	There grew all the finest fruits in the world, and it was adorned by the most beautiful houses and palaces, the interior being richly gilded, and furnished with finely coloured pictures of birds and beasts, and the most striking objects.	grew finest fruits world adorned beautiful houses palaces interior richly gilded furnished finely coloured pictures birds beasts striking objects
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	It contained several conduits through which flowed respectively water, wine, honey, and milk.	contained several conduits flowed respectively water wine honey milk
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	Here were ladies and damsels unequalled in beauty and in the skill with which they sung and played on instruments of every description.	ladies damsels unequalled beauty skill sung played instruments every description
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	Now the Old Man made his people believe that this garden was paradise, and he formed it thus because Mohammed had given the Saracens to believe that those who went into that place would meet great numbers of beautiful women, and find rivers of water, wine, milk, and honey; hence the visiters were led to think that this really was paradise.	old man made people believe garden paradise formed thus mohammed given saracens believe went place would meet great numbers beautiful women find rivers water wine milk honey hence visiters led think really paradise
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	Into this garden he admitted no man except those whom he wished to make assassins.	garden admitted man except wished make assassins
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	The entry to the spot was commanded by a castle so strong that he did not fear any power in the world.	entry spot commanded castle strong fear power world
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	He kept in his court all the youths of the country between twelve and twenty years of age, and when he thought proper, selected a number who had been well instructed in the description of paradise.	kept court youths country twelve twenty years age thought proper selected number well instructed description paradise
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	He gave them a beverage which threw them into a deep sleep, then carried them into the garden, and made them be awakened.	gave beverage threw deep sleep carried garden made awakened
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	When any one of them opened his eyes, saw this delightful spot, and heard the delicious music and songs, he really believed himself in the state of blessedness.	one opened eyes saw delightful spot heard delicious music songs really believed state blessedness
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	When again, however, he fell asleep, he was brought out into the castle, where he awoke in great wonder, and felt deep regret at having left that delightful abode.	however fell asleep brought castle awoke great wonder felt deep regret left delightful abode
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	He then went humbly to the Old Man, worshipping him as a prophet.	went humbly old man worshipping prophet
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	Being asked whence he came, he told that he had been in the paradise described by Mohammed, relating all he had seen, and saying that he desired much to die and return thither.	asked whence came told paradise described mohammed relating seen saying desired much die return thither
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	The chief then named to him a great lord whom he wished him to kill.	chief named great lord wished kill
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	The youth cheerfully obeyed, and if in the act he was taken and put to death, he suffered with exultation, believing that he was to go into the happy place.	youth cheerfully obeyed act taken put death suffered exultation believing go happy place
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	If, after performing the deed, he escaped, the Old Man received him with the greatest honour, and when he wished to destroy another chief, employed him afresh, saying that he was sent into paradise.	performing deed escaped old man received greatest honour wished destroy another chief employed afresh saying sent paradise
2	PART 1	18	On the Castle of the Old Man of the Mountain, and how he trained and employed his Assassins	Thus scarcely any person could escape being slain, when the Old Man of the Mountain desired it; and many barons became vassals to him through the dread of thus losing their lives.	thus scarcely person could escape slain old man mountain desired many barons became vassals dread thus losing lives
2	PART 1	19	How Alau took and killed the Old Man of the Mountain	Having now told you of the Old Man of the Mountain and his assassins, you shall hear how he was killed.	told old man mountain assassins shall hear killed
2	PART 1	19	How Alau took and killed the Old Man of the Mountain	I had forgot to mention, that he had other old men placed under him, one of whom he sent into the country of Damascus, and the other into Kurdistan.	forgot mention old men placed one sent country damascus kurdistan
2	PART 1	19	How Alau took and killed the Old Man of the Mountain	But now let us come to his destruction.	let us come destruction
2	PART 1	19	How Alau took and killed the Old Man of the Mountain	It was in 1262 that Alau, the Lord of the East, having heard of his wicked deeds, determined to destroy him.	1262 alau lord east heard wicked deeds determined destroy
2	PART 1	19	How Alau took and killed the Old Man of the Mountain	He sent his generals with a great body of men, who besieged the castle full three years, and then could only reduce it by famine.	sent generals great body men besieged castle full three years could reduce famine
2	PART 1	19	How Alau took and killed the Old Man of the Mountain	Alaodin being taken, was killed, with all his people, and since that time there has been no assassin ; and thus ended his dominion and his wickedness.	alaodin taken killed people since time assassin thus ended dominion wickedness
2	PART 1	2	On Turcomania	In Turcomania are three distinct races of men :—The Turcomans adore Mohammed, and are simple people, speaking a very rude language.	turcomania three distinct races men —the turcomans adore mohammed simple people speaking rude language
2	PART 1	2	On Turcomania	They live amid mountains and valleys where there is good pasturage for cattle, by which they subsist ; and I assure you that they rear excellent horses and mules of great value.	live amid mountains valleys good pasturage cattle subsist assure rear excellent horses mules great value
2	PART 1	2	On Turcomania	.	
2	PART 1	2	On Turcomania	The two others are Armenians and Greeks, who dwell iningled in cities, and subsist by merchandise and manufactures ; they work carpets and crimson silk, the richest and most beautiful in the whole world.	two others armenians greeks dwell iningled cities subsist merchandise manufactures work carpets crimson silk richest beautiful whole world
2	PART 1	2	On Turcomania	They have many towns, of which the principal are Como, Casserie, and Sevasto.	many towns principal como casserie sevasto
2	PART 1	2	On Turcomania	They are subject to the Eastern Tartars.	subject eastern tartars
2	PART 1	2	On Turcomania	Now, let us leave them, and speak of Armenia the Greater.	let us leave speak armenia greater
2	PART 1	20	Of a certain City named Sapurgan	When a man departs from that castle, he rides through beautiful hills covered with rich herbage, with fruits and all things in great abundance.	man departs castle rides beautiful hills covered rich herbage fruits things great abundance
2	PART 1	20	Of a certain City named Sapurgan	The country extends to a journey of six days, and contains cities the inhabitants of which adore Mohammed.	country extends journey six days contains cities inhabitants adore mohammed
2	PART 1	20	Of a certain City named Sapurgan	Yet sometimes yau find a desert of fifty or sixty miles, without water, which men must carry with them.	yet sometimes yau find desert fifty sixty miles without water men must carry
2	PART 1	20	Of a certain City named Sapurgan	When the traveller has rode six days through the country now described, he finds a city called Sapurgan.	traveller rode six days country described finds city called sapurgan
2	PART 1	20	Of a certain City named Sapurgan	It has great abundance of all things, among which are the finest melons in the world in great plenty, and they are preserved in this manner: The people cut them all round like cucumbers, and dry them in the sun, when they become sweeter than honey, and are sold through all the country.	great abundance things among finest melons world great plenty preserved manner people cut round like cucumbers dry sun become sweeter honey sold country
2	PART 1	20	Of a certain City named Sapurgan	Here is fine hunting of beasts and birds.	fine hunting beasts birds
2	PART 1	20	Of a certain City named Sapurgan	Now I will go on to another city named Balk.	go another city named balk
2	PART 1	21	Of the City of Balk	Balk is a great and noble town, and was anciently still more so; but the Tartars have spoiled and wasted it, so that many beautiful houses and palaces of marble are now destroyed.	balk great noble town anciently still tartars spoiled wasted many beautiful houses palaces marble destroyed
2	PART 1	21	Of the City of Balk	It was here, as I was told by the people, that Alexander took to wife the daughter of Darius.	told people alexander took wife daughter darius
2	PART 1	21	Of the City of Balk	The people revere Mohammed ; and at this point ends the dominion of the Eastern Tartars, this city being the boundary of Persia, between north-east and east.	people revere mohammed point ends dominion eastern tartars city boundary persia northeast east
2	PART 1	21	Of the City of Balk	Now let us tell of another country named Dogans.	let us tell another country named dogans
2	PART 1	21	Of the City of Balk	On leaving Balk, you ride two days between north-east and east, and find no habitation, because the people have all fled to the fortresses in the mountains for fear of wicked men, who lay waste the land.	leaving balk ride two days northeast east find habitation people fled fortresses mountains fear wicked men lay waste land
2	PART 1	21	Of the City of Balk	There is no want of water or game, and lionsare also seen.	want water game lionsare also seen
2	PART 1	21	Of the City of Balk	No food is to be procured, but travellers must carry it both for themselves and their horses.	food procured travellers must carry horses
2	PART 1	22	Of the Castle of Taikan	When a man has rode these two days, he finds a castle called Taikan,where there is a great corn-market, and the country round is fine.	man rode two days finds castle called taikanwhere great cornmarket country round fine
2	PART 1	22	Of the Castle of Taikan	The mountains towards the south are very high, and formed entirely of salt, which is the best in the world, and people come for it from a distance of thirty days’ journey round.	mountains towards south high formed entirely salt best world people come distance thirty days’ journey round
